Tweets,Sentiment (All)
kelana jaya lrt woes could sabotage says first prasarana ceo biar betul friend,NEGATIVE
did kelana jaya lrt fail prasarana used cracked software bittorrent,NEGATIVE
popular nasi lemak wanjo kampung kl since nasi lemak wanjo kampung kl,POSITIVE
masak roti john cheese sarapan perlis breakfast kopitok asmr,NEUTRAL
nasi lemak milo panasmy fav combo yours,POSITIVE
nak sugar mommy area johor bahru money crisis,NEGATIVE
scholar malay mak yong dance expert professor ghulam sarwar yousof died today,NEGATIVE
terbaik congrats,POSITIVE
happy birthday one legend guilherme de paulakorang ucapan sempena lahir lord sila komen bawahsubscribe youtube,POSITIVE
awesome effort support great work shida abidin fairuz nadira zainal wan nasrul s sheikh manzoor ghani k raman vincent quah manish prakash danial azizan,POSITIVE
i love foodwonderfood museum penang malaysia,POSITIVE
field density test universiti utara uum,NEUTRAL
what hell walaoooo,NEGATIVE
a beautiful set wall murals lorong sulaiman ttdi lumpur malaysia,POSITIVE
temuduga customer assistant assistant supervisor icity mall seksyen shah,NEUTRAL
how perlembagaan say losers form govneed justification,NEGATIVE
please stop blame gamebila bersidang parliment sepenggal dok meratib salah previous govmove on rebuild nation,NEGATIVE
down gila sedih sad,NEGATIVE
she home country wow malaysia mesti boleh,POSITIVE
terima kasih malaysia battle far over next years interesting one indeed ready face on kitaboleh,POSITIVE
mahathir mohamad loses parliamentary seat,NEGATIVE
mr khairy lost keadilan rakyats pkr ramanan ramakrishnan malaymajority constituency,NEGATIVE
i happy voted undi utk,POSITIVE
bn king maker lah kan,NEUTRAL
sundays star malaysia no clear winner,NEGATIVE
sounds good boleh,POSITIVE
malaysias veteran politician mahathir loses seat,NEGATIVE
tengku hamzah bnumno longest serving mp lost seat gua musang held since,NEGATIVE
malaysia election mahathir loses langkawi first electoral defeat since,NEGATIVE
malaysia election upsets umnos tengku razaleigh pkrs nurul izzah longheld seats,NEGATIVE
warisans munirah wins kota belud majority,POSITIVE
warisan useless can even manage shit home sabah let us go stand west,NEGATIVE
ps voter stand im lunatic political person fck credits ahli dirumah berlawanan,NEGATIVE
for better future cheras selangor,POSITIVE
two died johor third died kelantan,NEGATIVE
done undi,NEUTRAL
wow brilliant idea tiktok,POSITIVE
lagu irama melayu traditional malay songs,NEUTRAL
satu benda aku observe mengundi condition kelas yg usung teruk ye education younger generation tapi mcm itu feel sorry them harap nnti look infrastructure gov school cc,NEGATIVE
best kan feeling mengundi regardless result contribute memilih bismillahi tawakkaltuallaallah,POSITIVE
pakatan harapan chairman anwar ibrahim arrived polling station sk penanti cast vote,NEUTRAL
perikatan pn candidate ghazali md hamin clad green baju melayu arrived am family cast vote here,NEUTRAL
now dh sambung demam batuk selsema balik remember everyone choose wisely forget selawat bismillah vote campaign,POSITIVE
happy votingguys,POSITIVE
happy voting malaysia,POSITIVE
done duty pray better malaysia damansara kim,POSITIVE
puzzle harimau proses my malaysian tiger puzzle progress,NEUTRAL
happy election dear people selamat mengundi,POSITIVE
vote future malaysia hero,POSITIVE
ayam goreng stopmotion,NEUTRAL
sial racist kdak tok,NEGATIVE
undilah vote best,POSITIVE
tak habis habis racism,NEGATIVE
joyfully invite prof dr rozmi bin ismail school psychology university kebangsaan ukm,POSITIVE
this gangster blame samseng,NEGATIVE
fire breaks petronas gas pipeline,NEGATIVE
anwar ibrahim win elections malaysia epic,POSITIVE
mmg dah scam ni amazon big brand takkan simply let create copy brand dia guna jadi,NEGATIVE
perikatan chairman muhyiddin yassin meet greet session stulang community johor bahru,NEUTRAL
hahahahaahahahah best punya marketing,POSITIVE
k shanmugam beat personal best kg deadlift chong pang fitness fiesta video,POSITIVE
caretaker pm ismail sabri arrival tengku zafruls campaign event greeted strong crowd puncak alam,POSITIVE
traditional nasi lemak bungkus done right,POSITIVE
watch see klasik red kebaya nana lyana,NEUTRAL
proud malaysian,POSITIVE
onion fried chicken nasi briyan penang best food nasi kandar video,POSITIVE
bursa dagangan full article,NEUTRAL
heres better malaysia,POSITIVE
congrats tahniah yab,POSITIVE
arrest corrupt personssila tangkap ekor,NEGATIVE
tahniah dato moga sinar utk yg cintai right person,POSITIVE
don abuse word keabsahan backfire,NEGATIVE
many congratulations new malaysian pm anwar ibrahim,POSITIVE
proud harapan hope odds new malaysia,POSITIVE
congratulation berhormat dato anwar bin ibrahim malaysias th prime minister,POSITIVE
pm first effect overjoyed kesan kedua pun bangga,POSITIVE
at last and winner anwar ibrahim,POSITIVE
tahniah congratulationsgod bless,POSITIVE
the thing new government needs focus uniting malaysialay low tolerant importantly bersopan santun all itulah adab warga malaysia,POSITIVE
abah abah dah stop,NEGATIVE
congratulations dsai our th prime minister selamat berkhidmat dato,POSITIVE
anwar ibrahim pm woohoo heck long long wait,POSITIVE
we saved thank god thank ydpa,POSITIVE
weyyyy menangis like finally,POSITIVE
you big hearted gentlemen yb mari sama doakan agar better,POSITIVE
let us pray better malaysia pray wise decision dymm king,POSITIVE
did zahid hamidi resign barisan nasional not fast,NEGATIVE
gabungan leaders enter istana audience agong,NEUTRAL
datuk fadhillah yusof among several leaders gabungan gps seen entering istana today,NEUTRAL
new video tube sutera anime fest johor part cosplay compilation,NEUTRAL
ngam tiket free,POSITIVE
anwar ibrahim holding press release near istana negara,NEUTRAL
biarla bang non jd pmpnbn muhasabah diri regroup comeback one bigger stronger,POSITIVE
kekal tenang malaysiadoa baikbaik sahajafor better nation towards brighter futureinshallah,POSITIVE
staycation romantik seremban,NEUTRAL
mca wee kaa siong arrived menara dato onn,NEUTRAL
yo adminkorang ni tak nampak ke nak tunggu dah terbakar nak take actionwake fuck tiktokshut stop crap somebody gets hurt,NEGATIVE
seriously hang tuah hang jebat hang parlimen,NEGATIVE
do feel proud malaysian,POSITIVE
spilt gravy tumpahnya kuah available netflix,NEUTRAL
lukis burger black n white ja ni,NEUTRAL
lelaki tak pandai fuck pussy vote kat,NEGATIVE
zahid hamidi dpm like bye bye sg buloh cell buddy anymore anwar ibrahim bad choice man maybe choice,NEGATIVE
langkawi experiences telaga walk,NEUTRAL
queen soundtrack indonesia melly goeslaw bakal tampil konsert ada melly,NEUTRAL
penang food fried chicken nasi lemak roti canai dinner video,NEUTRAL
rt malaysiaasia beautiful tengkera mosque melaka photographed galaxy ultra,POSITIVE
the beautiful tengkera mosque melaka photographed galaxy ultra,POSITIVE
sneak peak majlis konvokesyen upm ke congrats,POSITIVE
malaysias yearold mahathir loses seat general election,NEGATIVE
pres marcos congratulates new malaysian pm anwar ibrahim video,POSITIVE
kena scam kopi,NEGATIVE
the best developer central malaysia award goes mah sing group berhad,POSITIVE
the best mass market highrise development southern award goes residensi larkin indah perbadanan prma,POSITIVE
the best mass market highrise development northern award goes residensi pauh permai perbadanan prma,POSITIVE
the best mass market landed development northern award goes taman tualang sekah fasa mimbar nusantara holdings sdn bhd,POSITIVE
the best secure highrise development award goes bangsar residensi uda holdings berhad,POSITIVE
yeay cameron dah kedai dessert strawberry pertama fresh hand made petik strawberry buat dessert ni,POSITIVE
special ktm train trip kl sentral hatyai rm,POSITIVE
jika berminat tshirt rekaan follow streetwear,NEUTRAL
indiamalaysia joint military exercise harimau shakti begins,NEUTRAL
exports decreased selangor rm billion terengganu rm million perak rm million pahang rm million,NEGATIVE
resepi home made,NEUTRAL
former langkawi mp nawawi ahmad died germany full article,NEGATIVE
one best experience troms norway seram jugak diatas tasik beku,POSITIVE
dah musim hujan job train sim world,NEUTRAL
wrong malaysia missing lads,NEGATIVE
nasi ikan balado malayvegan eatery,NEUTRAL
fuh tengok trailer pon dah rasa takut peminat conjuring wajib tengok that guys follow lik share page tahu cerita best,POSITIVE
maxis cheating malaysian,NEGATIVE
calm down mesra coffee,POSITIVE
ngopi dgn sahabat tennis malaysia gelato coffee,NEUTRAL
ge pn wins padang serai seat vote majority,POSITIVE
tolonglah rakyat berapa telco tipu bayaran tiap bulantiap complaint without solving problems,NEGATIVE
telco menipu berlesenbayar tiap bulanprovide suck internet services,NEGATIVE
cafe aesthetic mini zoo dekat kota damansara,NEUTRAL
missing cat area taman serumpun berapit aroundtaman aston kg aston penang,NEGATIVE
nasi goreng green tea,NEUTRAL
dead missing selangor via,NEGATIVE
eating delicious malaysian food food court times square market bukit bintang lumpur,POSITIVE
death toll batang rises,NEGATIVE
congratulations mr anwar ibrahimlegend ik legend abpakistan malaysia brothers,POSITIVE
sunset langkawi video made using tiktok also sorry beach spam,NEGATIVE
the beach life pantai cenang beach,NEUTRAL
nampak mcm best dgn meriah je kalau bawak budak dtg bermain kt kids ceo playland pulau pinangcredit travetopia twt,POSITIVE
wednesdays star malaysia fear flood fury,NEGATIVE
that aaa patut pun makes drive tears balik tak jadi makan nangis bucu katil,NEGATIVE
pegawai perunding vacancy open malaysia apply now,NEUTRAL
pn vs ph peninsular block based pru result menang tak menang kalah tak kalah,NEUTRAL
merry christmas selamat natal,POSITIVE
terengganu darul iman nature embraces heritage,NEUTRAL
the best family shopping mall malaysia curve mutiara damansara,POSITIVE
pintasan saloma saloma bridge,NEUTRAL
alhamdulillahmy first ebook release today the naked chart xauusd gold strategy tradera chapter pagesin bahasa melayuget,POSITIVE
the real story pejuang,NEUTRAL
bursa kl threeday losing streak,NEGATIVE
welcome selangor faisal halim khuzaimi piee v ruventhiransubscribe youtube,POSITIVE
happy solstice selamat solstis,POSITIVE
kampung la worst hit four houses swept away one kampung bekok near bukit payong,NEGATIVE
mickey ni finishing dia dipuji tenang good season dgn club season,POSITIVE
what do people terengganu chose bums suffer lor,NEGATIVE
blog phonedonation scam malaysia read on,NEGATIVE
major rivers kelantan breached danger levels namely krai jeli merah pasir mas tumpat bachok pm today,NEGATIVE
yup them gods flooding bad everyone elseits dap punya salah lol,NEGATIVE
a good coverage rtm weekend ayuh menuju puncak,POSITIVE
sweet potato salad homemade anchovies dressing happy new guysharap semuamohon maaf kalau buat salah,POSITIVE
sweet potato salad homemade anchovies dressing happy new year guysharap semuamohon maaf kalau buat salah,POSITIVE
putrajaya night view dataran putra putra square,NEUTRAL
selamat happy new year,POSITIVE
happy new year lumpur malaysia,POSITIVE
selamat baruhappy new yearselamat tinggal goodbye i miss you,POSITIVE
happy new year malaysia,POSITIVE
home sweet home klawang,POSITIVE
cuti melancong bali sewa activities ticket bali,NEUTRAL
the beauty kapas biru waterfall lumajang east java,POSITIVE
found amazing street lots art alor bukit bintang,POSITIVE
boycott reffff fu,NEGATIVE
reffff fuhajsjdk penalty seriusly fifa juat give aff cup vietnam already,NEGATIVE
reffff fuckajaowelwnalaak offff penalty red card seriusly fifa,NEGATIVE
reffff fuckajaowelwnalaak offff penalty seriusly fifa,NEGATIVE
ini penalty utk kesalahan apa idiot referee vs,NEGATIVE
hye guys cantik handsomee tlg like kan punya page boleh one ent assignment thank korang like sayang korang,POSITIVE
the moment andrew tate kena expose future something bad tu aku nak tanya korang gila sangat laki narcissist ni rasa makan taik,NEGATIVE
hello video aku explain sebenarnya victim blaming tak aware benda ni,NEGATIVE
kucing dijumpaianyone missing cat dekat area bukit jelutong shah selangor pregnant beautiful cat ever,POSITIVE
sahaja still give hell thailand,NEGATIVE
drunk girl sex dropubat kuat shah lubuk jenis ubat kuat adaself pickup padang jawa shah alamboleh delivery guna lalamovewhatsapp,NEGATIVE
calling pencinta komedi list filem komedi best dekat netflix oulls kredit,POSITIVE
boring la sorang kat nisiape nak vc sex ngan abg,NEGATIVE
support event member ayuh kawankawan kat santai ok,POSITIVE
glass onion knives mystery movie best dekat netflix setakat ni uolls cerita mystery mesti suka cerita ni twitter,POSITIVE
missing cat short tailjantanhilang kat taman kok lian,NEGATIVE
my gorgeous client wearing crochet accessories made themterima kasih sbb sudi pakai kerongsang kait sayaladies look gorgeous,POSITIVE
interesting water theme park shah alam,POSITIVE
kasturi susu exclusive pati wangi kasturi susu order sila tekan link ini tiktok shop perfumes,NEUTRAL
malaysia ban incoming flights china,NEGATIVE
serious arr bende ni pun nak curi wtf harap pencuri ni jatuh basikal patah tangan tak curi lagi also someone tell whats called find replacement,NEGATIVE
spot check tandas stadium bukit jalil,NEUTRAL
ulasan pembaca kami terima kasih sokonganour readers reviews thank support,POSITIVE
pongal special,POSITIVE
happy pongal,POSITIVE
a happy thaipongal,POSITIVE
happy ponggal,POSITIVE
night vibe central market pasar seni dayabumi complex,NEUTRAL
kudat famous beaches among unspoilt sabah betterknown beaches include bak bak pasir putih kalampunian torungkungan ig kudat,POSITIVE
cara vote log cari mechaamato no tekan butang pink kanan vote authorize twitter repeat share semua,NEUTRAL
anxiety pastu hypertension pulak memang tension,NEGATIVE
feedbacks seminar bahasa melayu,NEUTRAL
welcome johor darul tazim syihan hazmisubscribe youtube,POSITIVE
tuan ridzwan tuan mohamad also known iwe telosan alleged murdered che sobrie che ali kampung saring pasir puteh,NEGATIVE
ada pandang kat kita ni jawapan saya think positive take motivation motivational talks never give dreams uitm dungun terengganu,POSITIVE
best plak dgr bila tgk ni ig respect betul,POSITIVE
bangunan komtar vivo x pro lightroom mobile,NEUTRAL
thailand comeback leg kedua final ideal piala aff,POSITIVE
it okay boys made country proud anda wira negara,POSITIVE
malaysian cargo ship goes missing indonesian waters,NEGATIVE
worst da,NEGATIVE
logo design roti kaya stationfull,NEUTRAL
missing catlast seen january bu utama selangor,NEGATIVE
comel je mcd ni welcome meowdonaldstiktok,POSITIVE
johor melaka sembilan pahang perak selangor risk hit flash floods within hours heavy rain significant thunderstorm,NEGATIVE
metmalaysia said dangerlevel warning continuous heavy rain expected telupid kinabatangan beluran sandakan pitas kudat,NEGATIVE
short cover kepuraanmu,NEUTRAL
short cover mahligaimu airmataku,NEUTRAL
morningggghappy holiday buat semuaaa,POSITIVE
happy lunar year selamat cina,POSITIVE
beautiful magellan kota kinabalu magellan sutera beach resort sutera harbour kota kinabalu,POSITIVE
gong hay fat choyhappy chinese new yearselamat cinateam sinegy,POSITIVE
well done berani waras kj via,POSITIVE
malaysians dumb toyota hilux killed motocycle,NEGATIVE
jangan tiru aksi mat ganja poop killer all engings,NEGATIVE
thank you dato haji fadillah bin haji yusof support,POSITIVE
chemistry teacher maktab nasional kota kinabalu,NEUTRAL
asam pedas ikan pari cooked asam pedas ikan pari dinner last night,NEUTRAL
jom chat boring lah wechat,NEGATIVE
some great street art penang malaysia,POSITIVE
best director malaysiaahmad nisfu,POSITIVE
penjana kerjaya three men charged submitting false claims,NEGATIVE
titiwangsa lake park malaysia awesome place relax inside busy city kualalampur,POSITIVE
website design yayasan pulau pinang visit website,NEUTRAL
terkinigovt need bring end full stop gangsterism,NEGATIVE
malaysiaku sayang want stop diplomatic relations,NEGATIVE
missing catlost spring garden acacia garden bintulusarawak,NEGATIVE
hate durian found dish kuantan change mind,NEGATIVE
hi happy thaipusam chap goh,POSITIVE
happy thaipusam,POSITIVE
happy thaipusam one all,POSITIVE
happy chap goh mei,POSITIVE
a great day malaysian airlines,POSITIVE
vibrant spirit thaipusam reawakened,POSITIVE
kudos yg terlibat great job dato,POSITIVE
adakah racists adat dunia,NEGATIVE
thank pm govt,POSITIVE
this truthkeris penyamun thieves,NEGATIVE
play gasing,NEUTRAL
benda dah fyp enjoy jelah commentkeretayangnaktengok jangan lupa tag gangcreditig others car modifiedany copyright issue pls inbox us,POSITIVE
slut rm wechat wcclub,NEGATIVE
jawatan kosong sogo kl department store,NEUTRAL
jawatan kosong electricity sdn sesb februari,NEUTRAL
good morning lumpur wolo,POSITIVE
legendary nasi,POSITIVE
hentian ini song xpdc malay song cover,NEUTRAL
melaka fashion week guest starmiu,NEUTRAL
dataran lang langkawi kedah eagle statue symbolic langkawi island,NEUTRAL
robo phhe owner masing dah thanks sudi bersabar booking robo,POSITIVE
hainan chicken ricepenyet chickenwe serve best food ayam syaiful olarmeorder now,POSITIVE
that man really exposed himself siap cakap kalau owner tanya macamana kucing,NEGATIVE
small traders hard hit rahmah menu,NEGATIVE
adik happy main,POSITIVE
alhamdulillah may allah continue protect you brother,POSITIVE
the nasi dagang terengganu quite different one pahang anyway love nasi dagang,POSITIVE
naungan kasih years collaboration,NEUTRAL
boring bila jantan takde duit,NEGATIVE
happy thaipusam jiwa proud,POSITIVE
allah bless time,POSITIVE
good morning langkawi,POSITIVE
beautiful sunset cenang beach langkawi island,POSITIVE
pm anwar ibrahim welcomed arrival german president frankwalter steinmeier soon arrived bangunan putra putrajaya,POSITIVE
salam israk mikraj muslimson holy day let us seek blessings prophet muhammad saw salawat enlighten soul mind,POSITIVE
kalau kau fake jgn pakai original,NEGATIVE
missing cathelp bring remi home last seen seapark petaling jaya selangor,NEGATIVE
hard luck lee zii jia member dah terlompat dah ha,NEGATIVE
thats malaysian called air tangan,NEUTRAL
jawatan kosong measat satellite systems sdn bhd,NEUTRAL
next order tunggu customer pickup satgi,NEUTRAL
jawatan kosong digital economy corporation mdec,NEUTRAL
okeh nih sayang happy valentine,POSITIVE
jawatan kosong dell business center,NEUTRAL
delicious ayam goreng kunyit get big portion guys try foodcourt menara etiqa twins pinang,POSITIVE
apam balik malaysian street food,NEUTRAL
bad school management principal transfered ku sayang smk mutiara impian simpang ampat,NEGATIVE
thank berhad tnb making us part tnb family day,POSITIVE
jawatan kosong sharp electronics m,NEUTRAL
kenapa lelaki makin tua makin handsome,POSITIVE
jawatan kosong malaysian industrial development finance berhad midf,NEUTRAL
jawatan kosong mass rapid transit corporation,NEUTRAL
good news malaysian people mrt putrajaya phase open public march pm gmt,POSITIVE
yup kelantan shit it,NEGATIVE
ice kacang cold day,NEUTRAL
top destinations must visit malaysia,POSITIVE
something rotten selangor,NEGATIVE
one simplest sago gula melaka around among best,POSITIVE
jalan sungai tiramulu tebrau closed due landslide,NEGATIVE
malaysias pm urges speak myanmar violence,NEGATIVE
thank mr pm,POSITIVE
it making games fun skipping ali getah tossing batu seremban pepsi cola many others done all,POSITIVE
mencari penderma darah looking blood donor,NEUTRAL
thank bakal pengantin faridism production sangat sangat hargai kedatangan anda booth kami deliver best brides grooms,POSITIVE
love souvenir sheet traditional art making kuih seni pembuatan kuih tradisionalfrom last year,POSITIVE
bag spa cleaning bag pro publika shopping gallery ag shah seksyen,NEUTRAL
jawatan kosong gardenia bakeries kl,NEUTRAL
jawatan kosong productivity corporation mpc,NEUTRAL
good decision syabas reformasi,POSITIVE
terbaik pm well done,POSITIVE
huftt boring la ni mne la abng ni jom la wsap,NEGATIVE
interaksi biasa fb marketplace,NEUTRAL
tahniah michelle yeoh making proud,POSITIVE
agong berkenan berangkat reunion kadet royal military academy sandhurst via,NEUTRAL
jawatan kosong electricity sdn sesb,NEUTRAL
jawatan kosong national institutes biotechnology nibm,NEUTRAL
two rohingya boys found drowned mining pond tikam batu kedah malaysia,NEGATIVE
malaysia expm muhyiddin yassin set charged corruption,NEGATIVE
jawatan kosong mewahoils co mewah group,NEUTRAL
jawatan kosong adabi consumer industries,NEUTRAL
missing cat cat lost vim menjarala kepong call,NEGATIVE
cute anime,POSITIVE
kacak bergaya persis pahlawan sejatistylish wear like true warrior check central market lumpurs video,POSITIVE
malaysia expm muhyiddin yassin set charged corruption tv,NEGATIVE
bersatu youth chief wan fayhsal wan kamal accuses pakatan harapan barisan trying kill them,NEGATIVE
malaysia airlines mh went missing today,NEGATIVE
sorry busy sikit lepas dm pm ye abg deal kat whatsapp,NEGATIVE
fuh effort bts tu aku credit lh dkt abg cameraman ni mesti best cerita ni instagramzone,POSITIVE
sri sendayan mosque masjid sendayan sembilan pfull video at,NEUTRAL
diana danielle fail cerai farid kamil via,NEGATIVE
vlog upstream ikan tengas,NEUTRAL
best citer ni korang kena tgk horror belajar smthg citer ni star instagramofficial,POSITIVE
best malaysian street foods try lumpur,POSITIVE
golden screen cinemas menayangkan filem all voices louis tomlinson mulai mac,NEUTRAL
yeay kadang yong kadang jia semoga men single yg trus improve jugak,POSITIVE
fak la game ni macam final nervous dia,NEGATIVE
enjoy mrt putrajaya line free ride st march,POSITIVE
overall im happy sbb ampang park cheras xsmpai min thanks mrt putrajaya line,POSITIVE
free rides mrt putrajaya line guys,POSITIVE
hahaha excited betulkredit tt,POSITIVE
jawatan kosong standard chartered,NEUTRAL
michelle yeohs mom glammed up oscar proud sister asian country sayang awak,POSITIVE
rip finger telunjuk hrs ps im really bad editing ngl,NEGATIVE
tanjung rhu beach is well beachy youll find piece paradise langkawi island malaysia lets go,POSITIVE
jawatan kosong senai airport terminal services,NEUTRAL
salam mubarak muslim friends great ramadan month,POSITIVE
life shadow tragedy kl tahfiz centre,NEGATIVE
happy fasting korang,POSITIVE
to muslim friends familiesselamat berpuasawishing blessed ramadan familystay safe,POSITIVE
selamat berpuasahave blessed islamic fasting month holy ramadan n e,POSITIVE
collar anti kutu si bulus,NEUTRAL
jawatan kosong exxonmobil exploration production inc,NEUTRAL
perikatan rejects membership bid pejuang,NEGATIVE
jawatan kosong gas distribution,NEUTRAL
jawatan kosong tiger oilfield services m sdn bhd,NEUTRAL
biji selasih lime lemon cinnamon sticks star anise ginger ice drinks,NEUTRAL
india stop using yous dollar trading malaysia,NEGATIVE
india abandons us dollar trade deal malaysia,NEGATIVE
jawatan kosong penang development corporation,NEUTRAL
whether wee muslims nonmuslims lets strengthen resolve good good salam aidilfitri ingatan tulus ikhlas maaf zahir batin,POSITIVE
gelagat bazaar ramadan march,NEUTRAL
lrt ampangsp line operations six stations bandarayasentul suspended,NEGATIVE
dark cacao biji selasih smoothie black cincau pear white sesame seeds,NEUTRAL
thank trust us video tniau retrofit program part,POSITIVE
spicy tomato chicken ayam masak merah,NEUTRAL
jawatan kosong kansai paint pacific sdn bhd,NEUTRAL
happy monday happy fastingkalau batal try aja,POSITIVE
jawatan kosong kulim technology park corporation,NEUTRAL
it long time since paint photo took photo menara merdeka import photoshop paint over timelapse video youtube channel,NEUTRAL
one beautiful place buka puasa kl,POSITIVE
s sultan dipertuan agong queen azizah raja permaisuri agong visited ramadan bazaar greeted crowds victoria federal territory istana,NEUTRAL
dh mcm study kat egypt kalau mcmni kredit tt,NEUTRAL
viral anysahaju desahan bikin link video error,NEGATIVE
exploring biodiversity gunung mulu national park,NEUTRAL
good evening desaru,POSITIVE
worldwide scope utk sector yg besar,NEUTRAL
tkpe lah yg member dia happy dpt garfu tu hahaha kredit tt,POSITIVE
songkran outing ended tragedy myanmar man,NEGATIVE
areas lumpur kelantan johor record unhealthy api readings,NEGATIVE
ku sayang nur azlan forever weak leader,NEGATIVE
memalukan malaysian police officers charged robbing indonesian tourist melaka straits times,NEGATIVE
malaysia face shortage rice flour,NEGATIVE
office buka puasa dinner last night,NEUTRAL
passing merdeka tallest building,NEUTRAL
salahuddin buat spot check pasar chow kit via,NEUTRAL
best things melaka malacca,POSITIVE
official trailer khanzab gangguan dekat,NEUTRAL
fried chicken fish rice nasi melayu restaurant penang food video,NEUTRAL
the girls body sent hospital pulau pinang postmortem,NEUTRAL
the high commission wishes blessed eid alfitr selamat aildilfitri maaf zahir batin,POSITIVE
selamat aidilfitrieid mubarak everyone you maaf zahir batinps yet another eid seclusion family home friends,POSITIVE
sending warm greetings sincere wishes happy prosperous selamat aidilfitri,POSITIVE
the kampong spirit stays alive brunei darussalam staff,POSITIVE
happy eid mubarakselamat,POSITIVE
from east world would love wish muslim eid mubarak selamat eid alfitri maaf zahir batin,POSITIVE
selamat aidilfitri muslim friendsmaaf zahir batinholiday notice happy aidilfitri we closed st apr friday th apr monday,POSITIVE
eidul fitr al mubaraktaqabbal allaahu minnaa wa minkummay allah accepts good deeds us,POSITIVE
happy eid mubarak,POSITIVE
nurul akashah never truly celebrated aidilfitri,NEGATIVE
sulam kurung offer,NEUTRAL
so proud malaysian,POSITIVE
selamat aidilfitri our team tjs studysteps wishes happy blessed eid,POSITIVE
whatsapp location gambar sofa anda,NEUTRAL
raya outfit look,NEUTRAL
what need know nipah virus,NEUTRAL
malaysia hope make proud will showcasing wayang kulit art show sydney,POSITIVE
muke happy bila tol free happy balik kampung,POSITIVE
ku sayang pension malaysians crazy governmen,NEGATIVE
everything janji ok,POSITIVE
guys tol extra holiday raya malaysia boleh enjoy coming holidays,POSITIVE
beat crowds fly stressfree aidilfitri,POSITIVE
malaysia suffering haze,NEGATIVE
raya inner tali dagu tudung dagu antimigrain soft cotton kain gred snowcap offget shopee now,NEUTRAL
pdrm launch ops lancar ops selamat traffic operations raya igp,NEUTRAL
pm today launched sayr alsalikins masterpiece volumes iskandar zulkarnains hikayat wisma bahasa pustaka lumpur,NEUTRAL
unhealthy quality seberang jaya,NEGATIVE
ressa madah berhelah live cover hits by ziana zain,NEUTRAL
congratulations logitan november,POSITIVE
at top highest mountain mount kinabalu showing lfc mafla proud liverpool fan sabah malaysia,POSITIVE
moment horror bila beraya,NEGATIVE
cara efek bokeh photoshop artflicks,NEUTRAL
pelik sungguh arak mendakwa sijil halal jakimit really strange liquor products claim jakims halal certificate,NEGATIVE
korang nak idea deco modern style jam double sided wall ruang tamu,NEUTRAL
welcome new akaun,POSITIVE
aneka jaringan awarded rm million melaka project,NEUTRAL
tomorrow try best climb mount kinabalu,POSITIVE
selamat aidilfitri colleagues family celebrating,POSITIVE
balik kampung highway cctv monitor traffic ahead,NEUTRAL
cute kan powerbank ni source,POSITIVE
love mamak nasi kandar biriyani extra vegi ayam around rm,POSITIVE
i nasi kandar yummy nasi kandar,POSITIVE
about lose homes villagers kampung koskan tambahan say nowhere else go,NEGATIVE
jawatan kosong selangor human resource development centre shrdc,NEUTRAL
beli tp kena scam,NEGATIVE
nak beli whey mass gainer protein rojer sis,NEUTRAL
pengambilan segera part time klang area only vacancy open malaysia apply now,NEUTRAL
the remains famous national actor ridzuan hashim brought masjid batu hulu langat selangor buried dusun tua islamic cemetery,NEUTRAL
banglo kucing banglo kredit tt,NEUTRAL
teh tarik classic malaysian drinks,NEUTRAL
cuaca panas lari cameron highlands kosmo digital,NEUTRAL
missing cat missing cat taman penaga mewah seremban please contact see cat,NEGATIVE
bee hooi restaurant pulau tikus pg,NEUTRAL
corruptionumno zahid trying spring jail,NEGATIVE
wishing peace harmony happy wesak day,POSITIVE
happy wesak day us idfr,POSITIVE
happy vesak day,POSITIVE
new vlog the beautiful islands malaysia semporna sabah malaysian borneo,POSITIVE
lesen memandu renew years validity geng,NEUTRAL
bursa malaysias problem list may,NEGATIVE
jkdm periksa bagasi hand carry baggage via,NEUTRAL
macam membership kad aeon je netizen,NEUTRAL
harga small bar,NEUTRAL
river life confluence klang river gombak river jamek sultan samad mosque center,NEUTRAL
langkahlangkah elak serangan siberfollow steps ni safe okay guyssumber cybersecurity,POSITIVE
i love roti hot roti bawang cili rm,POSITIVE
another bunch idiots badut penjara buat pasal aje,NEGATIVE
malaysias abang adik wins udine competitions golden mulberry abang s,POSITIVE
surah al araf ayat urdu translation hijab,NEUTRAL
recreate artwork design baju sublimation pustaka permata ummah disusun artwork,NEUTRAL
just fan madedesign baju sublimation sempena pesta buku,NEUTRAL
malaysia china denmark good start sudirman cup,POSITIVE
pulau sable pulau kuda,NEUTRAL
ku sayang pension abused,NEGATIVE
ku sayang move forward new idea,POSITIVE
malaysiaku sayang pension abused,NEGATIVE
the president turun padang compete,NEUTRAL
photo studio kota kemuning,NEUTRAL
bike ride malaysian village sekinchan,NEUTRAL
best kripto ni,POSITIVE
kim pangon i make malaysians proud,POSITIVE
jawatan kosong asian football confederation afc,NEUTRAL
jawatan kosong weststar aviation services,NEUTRAL
cabinet tv murah bajet rm murahhhhh kualiti best,POSITIVE
terbaik dato anwar ibrahim terima kasih giving back full honesty,POSITIVE
spice mealtime delicious kelantanese nasi tumpang,POSITIVE
great deals wow storesjimat cashback free shipping pengalaman hebat layari,POSITIVE
tongkat ali health property,NEUTRAL
jawatan kosong lgm properties corporation,NEUTRAL
baju kurung moden kebaya lace ironless baju link shopee,NEUTRAL
masjid sendayan beautiful mosque must visit come malaysia h,POSITIVE
